train_number,train_name,scraped_train_name,csv_source,csv_destination,scraped_source,scraped_destination,identity_check,running_days,status
47181,Lingampalli Falaknuma MMTS,LPI FM LOCAL,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
47182,Lingampalli Falaknuma MMTS,LPI FM LOCAL,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
47183,Lingampalli Falaknuma MMTS,LPI FM LOCAL,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
47184,Lingampalli Falaknuma MMTS,TLPR-FM,LINGAMPALLI,KACHEGUDA FALAKNUMA,Telapur,Falaknuma,match,1111111,ok
47185,Lingampalli Falaknuma MMTS,MED-FM,LINGAMPALLI,KACHEGUDA FALAKNUMA,Medchal,Falaknuma,match,1111111,ok
47187,Lingampalli Falaknuma MMTS,LPI-FM,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111100,ok
47188,Lingampalli Falaknuma Matrabhoomi Ladies MMTS,LPI-FM,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
47189,Lingampalli Falaknuma MMTS,LPI FM LOCAL,LINGAMPALLI,KACHEGUDA FALAKNUMA,,,unknown,1111111,summary_parse_failed
47191,Lingampalli Falaknuma MMTS,LPI-FM,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111100,ok
47192,Lingampalli Falaknuma MMTS,LPI-FM,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
47195,Lingampalli Secunderabad MMTS,LPI-SC,LINGAMPALLI,SECUNDERABAD JN,Lingampalli,Secunderabad Jn,match,1111100,ok
47196,Secunderabad Hyderabad MMTS,SC HYB LOCAL,SECUNDERABAD JN,HYDERABAD DECCAN,Secunderabad Jn,Hyderabad Decan,match,1111111,ok
47197,Falaknuma Hyderabad MMTS,FM HYB LOCAL,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,Falaknuma,Hyderabad Decan,match,1111111,ok
47198,Falaknuma Secunderabad MMTS,FM LPI LOCAL,KACHEGUDA FALAKNUMA,LINGAMPALLI,,,unknown,1111111,summary_parse_failed
47199,Falaknuma Hyderabad MMTS,FM HYB LOCAL,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,,,unknown,1111111,summary_parse_failed
47200,Falaknuma Hyderabad MMTS,FM HYB LOCAL,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,Falaknuma,Hyderabad Decan,match,1111111,ok
47201,Falaknuma Hyderabad MMTS,FM-HYB,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,Falaknuma,Hyderabad Decan,match,1111111,ok
47202,Falaknuma Hyderabad MMTS,FM HYB LOCAL,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,Falaknuma,Hyderabad Decan,match,1111111,ok
47203,Falaknuma Lingampalli MMTS,UR-LPI,KACHEGUDA FALAKNUMA,LINGAMPALLI,Umdanagar,Lingampalli,match,1111100,ok
47204,Falaknuma Secunderabad MMTS,FM SC LOCAL,KACHEGUDA FALAKNUMA,SECUNDERABAD JN,Falaknuma,Secunderabad Jn,match,1111111,ok
47206,HYB Falaknuma Local,SC-HYB,HYDERABAD DECCAN,KACHEGUDA FALAKNUMA,Secunderabad Jn,Hyderabad Decan,MISMATCH,1111111,ok
47208,Hyderabad Falaknuma MMTS,HYB FM LOCAL,HYDERABAD DECCAN,KACHEGUDA FALAKNUMA,,,unknown,1111111,summary_parse_failed
47209,Hyderabad Falaknuma MMTS,HYB FM LOCAL,HYDERABAD DECCAN,KACHEGUDA FALAKNUMA,,,unknown,1111111,summary_parse_failed
47214,Falaknuma - Lingampalli MMTS,FM LPI LOCAL,KACHEGUDA FALAKNUMA,LINGAMPALLI,Falaknuma,Lingampalli,match,1111111,ok
47216,Falaknuma - Lingampalli MMTS,FM LPI LOCAL,KACHEGUDA FALAKNUMA,LINGAMPALLI,Falaknuma,Lingampalli,match,1111111,ok
47218,Falaknuma - Lingampalli MMTS,FM-RCPT,KACHEGUDA FALAKNUMA,LINGAMPALLI,Falaknuma,Ramchandrapuram Ts,match,1111111,ok
47220,Falaknuma - Lingampalli MMTS,FM-LPI,KACHEGUDA FALAKNUMA,LINGAMPALLI,Falaknuma,Lingampalli,match,1111111,ok
50104,Ratnagiri Dadar Passenger,RN DIVA PASS,RATNAGIRI,MUMBAI DADAR CENTRAL,Ratnagiri,Diva Jn,match,1111111,ok
54306,Hapur Moradabad Passenger,HPU MB PASS,HAPUR,MORADABAD,Hapur,Moradabad,match,1111111,ok
56214,TIRUPATI - CHAMARAJANAGAR Fast Passenger,,TIRUPATI MAIN,CHAMARAJANAGAR,,,unknown,1111111,summary_parse_failed
12393,Sampoorna Kranti Express,S KRANTI SUP EX,RAJENDRA NAGAR BIHAR,NEW DELHI,Rajendranagar T,New Delhi,match,1111111,ok
15235,Howrah-Darbhanga Express,HWH DBG EXPRESS,HOWRAH JN,DARBHANGA JN,Howrah Jn,Darbhanga Jn,match,10,ok
18612,Varanasi-Ranchi Express,BNRS RNC EXP,VARANASI JN,RANCHI,Banaras,Ranchi,match,110111,ok
19303,InterCity Express,INDB BHOPAL EXP,RATLAM JN,BHOPAL JN,Indore Jn Bg,Bhopal Jn,match,1111111,ok
47193,Lingampalli Falaknuma MMTS,LPI-SC,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Secunderabad Jn,match,1111111,ok
47194,Lingampalli Falaknuma MMTS,LPI-UR,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Umdanagar,match,1111111,ok
47210,Lingampalli Falaknuma MMTS,LPI-UR,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Umdanagar,match,1111100,ok
47212,Lingampalli Falaknuma MMTS,TLPR-FM,LINGAMPALLI,KACHEGUDA FALAKNUMA,Telapur,Falaknuma,match,1111111,ok
47213,Lingampalli Falaknuma MMTS,LPI-UR,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Umdanagar,match,1111111,ok
47215,Lingampalli Falaknuma MMTS,LPI FM LOCAL,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
47217,Lingampalli Falaknuma MMTS,LPI-FM,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
47219,Lingampalli Falaknuma MMTS,LPI FM LOCAL,LINGAMPALLI,KACHEGUDA FALAKNUMA,Lingampalli,Falaknuma,match,1111111,ok
50107,Sawantwadi Madgaon Passenger,SWV MADGAON EXP,SAWANTWADI ROAD,MADGAON,Sawantwadi Road,Madgaon,match,1111111,ok
50108,Madgaon Sawantwadi Passenger,MADGAON SWV EXP,MADGAON,SAWANTWADI ROAD,Madgaon,Sawantwadi Road,match,1111111,ok
51027,MumbaiCST-Pandharpur Fast Passenger,FAST PASSENGER,MUMBAI CST,PANDHARPUR,C Shivaji Maharaj T,Pandharpur,match,1110,ok
51028,Pandharpur-Mumbai Fast Passenger,FAST PASSENGER,PANDHARPUR,MUMBAI CST,Pandharpur,C Shivaji Maharaj T,match,111,ok
51029,Bijapur Fast Passenger,BJP FAST PASS,MUMBAI CST,BIJAPUR,C Shivaji Maharaj T,Vijayapura,MISMATCH,1110001,ok
51030,Bijapur Mumbai Fast Passenger,,BIJAPUR,MUMBAI CST,,,unknown,1111111,summary_parse_failed
51033,Mumbai Sainagar Shirdi Fast Pass(Via Daund),SHIRDI FAST PASS,MUMBAI CST,SAINAGAR SHIRDI,C Shivaji Maharaj T,Sainagar Shirdi,match,1111111,ok
51034,Sainagar Shirdi-Mumbai Fast Passenger(Via Daund),CSMT FAST PASS,SAINAGAR SHIRDI,MUMBAI CST,Sainagar Shirdi,C Shivaji Maharaj T,match,1111111,ok
51116,Dhule Dadar Passenger Composite,DHI CSN PUNE PAS,Dhule,MUMBAI DADAR CENTRAL,Dhule,Pune Jn,match,1111111,ok
51117,Katni Chopan Mix Passenger,CSN DHI PASS,KATNI,CHOPAN,Chalisgaon Jn,Dhule,MISMATCH,1111111,ok
51118,Chopan Katni Passenger,DHI CSN PASS,CHOPAN,KATNI,Dhule,C Shivaji Maharaj T,MISMATCH,1111111,ok
51135,Badnera Amravati Passenger,BD AMI PASS,BADNERA JN,Amravati,Badnera Jn,Amravati,match,1111111,ok
51136,Amravati Badnera Passenger,AMI BD PASS,Amravati,BADNERA JN,Amravati,Badnera Jn,match,1111111,ok
51137,Badnera Amravati Passenger,BD AMI PASS,BADNERA JN,Amravati,Badnera Jn,Amravati,match,1111111,ok
51138,Amravati Badnera Passenger,AMI BD PASS,Amravati,BADNERA JN,Amravati,Badnera Jn,match,1111111,ok
51139,Badnera Amravati Passenger,BD AMI PASS,BADNERA JN,Amravati,Badnera Jn,Amravati,match,1111111,ok
51140,Amravati Badnera Passenger,AMI BD PASS,Amravati,BADNERA JN,Amravati,Badnera Jn,match,1111111,ok
51141,Badnera Amravati Passenger,BD AMI PASS,BADNERA JN,Amravati,Badnera Jn,Amravati,match,1111111,ok
51142,Amravati Badnera Passenger,AMI BD PASS,Amravati,BADNERA JN,Amravati,Badnera Jn,match,1111111,ok
51145,Badnera Amravati Mix Passenger,BD AMI PASS,BADNERA JN,Amravati,Badnera Jn,Amravati,match,1111111,ok
51146,Amravati Badnera Passenger,AMI BD PASS,Amravati,BADNERA JN,Amravati,Badnera Jn,match,1111111,ok
51147,Badnera Amravati Passenger,BD AMI PASS,BADNERA JN,Amravati,Badnera Jn,Amravati,match,1111111,ok
51148,Amravati Badnera Passenger,AMI BD PASS,Amravati,BADNERA JN,Amravati,Badnera Jn,match,1111111,ok
51149,Badnera Amravati Passenger,BD AMI PASS,BADNERA JN,Amravati,Badnera Jn,Amravati,match,1111111,ok
51150,Amravati Badnera Passenger,AMI BD PASS,Amravati,BADNERA JN,Amravati,Badnera Jn,match,1111111,ok
51181,Devlali Bhusaval Passenger,DVL BSL PASS,DEVLALI,BHUSAVAL JN,Devlali,Bhusaval Jn,match,1111111,ok
51182,Bhusaval Devlali Passenger,BSL DVL PASS,BHUSAVAL JN,DEVLALI,Bhusaval Jn,Devlali,match,1111111,ok
51187,BHUSAVAL - KATNI Passenger,BSL KTE PASS,BHUSAVAL JN,KATNI,Bhusaval Jn,Katni,match,1111111,ok
51188,KATNI - BHUSAVAL Passenger,KTE BSL PASS,KATNI,BHUSAVAL JN,Katni,Bhusaval Jn,match,1111111,ok
51190,ALLAHABAD - ITARSI Passenger,PCOI ET PASS,ALLAHABAD JN,ITARSI JN,Prayagrajcheoki,Itarsi Jn,match,1111111,ok
51197,Bhusaval Wardha Passenger,BSL WR PASS,BHUSAVAL JN,WARDHA JN,Bhusaval Jn,Wardha Jn,match,1111111,ok
51198,Wardha Bhusaval Passenger,WR BSL PASS,WARDHA JN,BHUSAVAL JN,Wardha Jn,Bhusaval Jn,match,1111111,ok
54316,Saharanpur Moradabad Passenger,HSR-RE PASSENGER,SAHARANPUR,MORADABAD,Hisar,Rewari,MISMATCH,1111111,ok
54391,ALIGARH -  MORADABAD PASSENGER,ALJN-GJL PASSENGER,ALIGARH JN,MORADABAD,Aligarh Jn,Gajraula Jn,match,1111111,ok
54396,NAJIBABAD - MORADABAD PASSENGER,NBD-MB PASSENGER,NAJIBABAD JN,MORADABAD,Najibabad Jn,Moradabad,match,1111111,ok
12434,Delhi H.Nizamuddin-Chennai Central Rajdhani Expres,NZM MAS RAJDHANI,DELHI H NIZAMUDDIN,CHENNAI CENTRAL,Hazrat Nizamuddin,Mgr Chennai Ctr,match,10100,ok
50105,Diva Sawantwadi Passenger,DIVA SWV PASS,DIVA,SAWANTWADI ROAD,Diva Jn,Sawantwadi Road,match,1111111,ok
51153,Mumbai Bhusaval Passenger,CSTM BSL PASS,MUMBAI CST,BHUSAVAL JN,C Shivaji Maharaj T,Bhusaval Jn,match,1111111,ok
51154,Bhusaval Mumbai Passenger,BSL CSTM PASS,BHUSAVAL JN,MUMBAI CST,Bhusaval Jn,C Shivaji Maharaj T,match,1111111,ok
51157,Bhusaval Itarsi Passenger,BSL ET PASS,BHUSAVAL JN,ITARSI JN,Bhusaval Jn,Itarsi Jn,match,1111111,ok
51183,Bhusaval Amravati Passenger,,BHUSAVAL JN,Amravati,,,unknown,1111111,summary_parse_failed
51195,Wardha Balharshah Passenger,WR BPQ PASS,WARDHA JN,BALHARSHAH,Wardha Jn,Balharshah,match,1111111,ok
51254,Chhindwara Amla Passenger,CWA AMLA PASS,Chhindwara Junction,AMLA JN,Chhindwara Jn,Amla Jn,match,1111111,ok
51255,Junnor Deo Chhindwara Passenger,BXY CWA PASS,Junnor Deo,Chhindwara Junction,Bordhal,Chhindwara Jn,match,1111111,ok
51256,Chhindwara Junnor Deo Passenger,CWA BXY PASS,Chhindwara Junction,Junnor Deo,Chhindwara Jn,Bordhal,match,1111111,ok
51259,Wardha Nagpur Passenger,WR NGP PASS,WARDHA JN,NAGPUR,Wardha Jn,Nagpur,match,1111111,ok
51260,Nagpur Wardha Passenger,NGP WR PASS,NAGPUR,WARDHA JN,Nagpur,Wardha Jn,match,1111111,ok
51262,Wardha Amravati Passenger,WR AMI PASS,WARDHA JN,Amravati,Wardha Jn,Amravati,match,1111111,ok
51286,Nagpur Bhusaval Passenger,NGP BSL PASS,NAGPUR,BHUSAVAL JN,Nagpur,Bhusaval Jn,match,1111111,ok
51293,Nagpur Amla Passenger,NGP AMLA PASS,NAGPUR,AMLA JN,Nagpur,Amla Jn,match,1111111,ok
51294,Amla Nagpur Passenger,AMLA NGP PASS,AMLA JN,NAGPUR,Amla Jn,Nagpur,match,1111111,ok
51323,Daund Baramati Shuttle,,DAUND JN,Baramati,,,unknown,1111111,summary_parse_failed
51325,Pune-Daund Shuttle,,PUNE JN,DAUND JN,,,unknown,1111111,summary_parse_failed
51327,Daund -Baramati Shuttle.,,DAUND JN,Baramati,,,unknown,1111111,summary_parse_failed
51348,Baramati Daund Passenger,BRMT DD PASS,Baramati,DAUND JN,Baramati,Daund Jn,match,1111111,ok
51350,Daund-Pune Fast Shuttle,DD PUNE PASS,DAUND JN,PUNE JN,Daund Jn,Pune Jn,match,1111111,ok
51353,Pune -Daund Shuttle.,,PUNE JN,DAUND JN,,,unknown,1111111,summary_parse_failed
51401,Pune Manmad Passenger(Via Daund),PUNE-BRMT PASS,PUNE JN,MANMAD JN,Pune Jn,Baramati,match,1111111,ok
51402,Manmad-Pune Passenger(Via Daund),BRMT-DD PASS,MANMAD JN,PUNE JN,Baramati,Daund Jn,MISMATCH,1111111,ok
51405,Miraj- Castle Rock Passenger,MRJ CLR PASS,MIRAJ JN,CASTLE ROCK,Miraj Jn,Castle Rock,match,1111111,ok
51406,Castle Rock Miraj Passenge,CLR MRJ PASS,CASTLE ROCK,MIRAJ JN,Castle Rock,Miraj Jn,match,1111111,ok
51407,Miraj-Kolhapur Passenger,,MIRAJ JN,C SHAHU M RAJ KOLHAPUR TERM,,,unknown,1111111,summary_parse_failed
51408,Kolhapur Miraj Passenger,,C SHAHU M RAJ KOLHAPUR TERM,MIRAJ JN,,,unknown,1111111,summary_parse_failed
51411,Bellary-Dharwar Passenger,BAY DWR PASS,BELLARY JN,DHARWAR,Bellary Jn,Hubballi Jn,match,1111111,ok
51412,Hubli Bellary Passenger,UBL BAY PASS,HUBLI JN,BELLARY JN,Hubballi Jn,Bellary Jn,match,1111111,ok
51417,Karjat Pune Passenger,,KARJAT,PUNE JN,,,unknown,1111111,summary_parse_failed
51418,Pune Karjat Passenger,,PUNE JN,KARJAT,,,unknown,1111111,summary_parse_failed
51419,Miraj Hubli Passenger,MRJ UBL PASS,MIRAJ JN,HUBLI JN,Miraj Jn,Hubballi Jn,match,1111111,ok
51420,Hubli Miraj Passenger,UBL MRJ PASS,HUBLI JN,MIRAJ JN,Hubballi Jn,Miraj Jn,match,1111111,ok
51423,Igatpuri Manmad Shuttle,IGP MMR PASS,IGATPURI,MANMAD JN,Igatpuri,Manmad Jn,match,1111111,ok
51424,Manmad Igatpuri Shuttle,MMR IGP PASS,MANMAD JN,IGATPURI,Manmad Jn,Igatpuri,match,1111111,ok
51425,ParliVaijnath-Miraj Passenger,PRLI MRJ PASS,PARLI VAIJNATH,MIRAJ JN,Parli Vaijnath,Miraj Jn,match,1111111,ok
51426,Miraj-Parli Vaijnath Passenger,MRJ PRLI PASS,MIRAJ JN,PARLI VAIJNATH,Miraj Jn,Parli Vaijnath,match,1111111,ok
51427,Miraj C Shahu Maharaj Passenger,,MIRAJ JN,C SHAHU M RAJ KOLHAPUR TERM,,,unknown,1111111,summary_parse_failed
51428,C Shahu Maharaj Miraj Passenger,,C SHAHU M RAJ KOLHAPUR TERM,MIRAJ JN,,,unknown,1111111,summary_parse_failed
51429,Sangli-Kolhapur Passenger,,SANGLI,C SHAHU M RAJ KOLHAPUR TERM,,,unknown,1111111,summary_parse_failed
51430,C Shahu Maharaj Sangli Passenger,,C SHAHU M RAJ KOLHAPUR TERM,SANGLI,,,unknown,1111111,summary_parse_failed
51431,Miraj -Londa Passenger,MRJ LD PASSENGER,MIRAJ JN,LONDA JN,Miraj Jn,Londa Jn,match,1111111,ok
51432,Londa-Miraj Passenger,LD MRJ PASS,LONDA JN,MIRAJ JN,Londa Jn,Miraj Jn,match,1111111,ok
54394,Gajraula Moradabad Passenger,GJL MB PASS,GAJRAULA JN,MORADABAD,Gajraula Jn,Moradabad,match,1111111,ok
54397,Moradabad Sambahal Hatim Sarai Pass,SHTS MB PASS,Sambhal Hatim Sarai,MORADABAD,Sambahal Hatim Sarai,Moradabad,match,1111111,ok
55302,KGM-MB PASS.,LKU-MB PASSENGER,KATHGODAM,MORADABAD,Lal Kuan,Moradabad,match,1111111,ok
55304,KATHGODAM - MORADABAD Pass,LKU-MB PASSENGER,KATHGODAM,MORADABAD,Lal Kuan,Moradabad,match,1111111,ok
12368,Vikramshila Express,VIKRAMSHILA EXP,ANAND VIHAR TRM,BHAGALPUR,Anand Vihar Terminal,Bhagalpur,match,1111111,ok
51284,Amravati Bhusaval Passenger,,Amravati,BHUSAVAL JN,,,unknown,1111111,summary_parse_failed
51324,Baramati-Daund- Pune Passenger,,Baramati,PUNE JN,,,unknown,1111111,summary_parse_failed
51326,Baramati-Daund- Pune Shutte,,Baramati,PUNE JN,,,unknown,1111111,summary_parse_failed
51409,Pune -Shree Chatrapati Shahu M(T) Kolhapur Pass,,PUNE JN,C SHAHU M RAJ KOLHAPUR TERM,,,unknown,1111111,summary_parse_failed
51410,Shree Chatrapati Shahu M(T) Kolhapur- Pune Passenger,,C SHAHU M RAJ KOLHAPUR TERM,PUNE JN,,,unknown,1111111,summary_parse_failed
51421,Pune-Nizamabad Pass,PUNE NZB PASS,PUNE JN,NIZAMABAD,Pune Jn,Nizamabad,match,1111111,ok
51422,Nizamabad Pune Passenger,NZB PUNE PASS,NIZAMABAD,PUNE JN,Nizamabad,Pune Jn,match,1111111,ok
51433,Nizamabad Pandharpur Passenger,,NIZAMABAD,PANDHARPUR,,,unknown,1111111,summary_parse_failed
51434,Pandharpur Nizamabad Passenger,,PANDHARPUR,NIZAMABAD,,,unknown,1111111,summary_parse_failed
51441,Satara C Shahu Maharaj Passenger,,SATARA,C SHAHU M RAJ KOLHAPUR TERM,,,unknown,1111111,summary_parse_failed
51442,C Shahu Maharaj Pune Passenger,,C SHAHU M RAJ KOLHAPUR TERM,SATARA,,,unknown,1111111,summary_parse_failed
51445,Pandharpur Miraj Passenger,,PANDHARPUR,MIRAJ JN,,,unknown,1111111,summary_parse_failed
51446,Miraj Pandharpur Passenger,,MIRAJ JN,PANDHARPUR,,,unknown,1111111,summary_parse_failed
51449,Pune Solapur Passenger,,PUNE JN,SOLAPUR JN,,,unknown,1111111,summary_parse_failed
51450,Solapur Pune Passenger,,SOLAPUR JN,PUNE JN,,,unknown,1111111,summary_parse_failed
51455,Pune Solapur Passenger,,PUNE JN,SOLAPUR JN,,,unknown,1111111,summary_parse_failed
51456,Sholapur Pune Passenger,,SOLAPUR JN,PUNE JN,,,unknown,1111111,summary_parse_failed
51458,Dharwad hubli Passenger,DWR UBL PASS,DHARWAR,HUBLI JN,Dharwad,Hubballi Jn,MISMATCH,1111111,ok
51461,Miraj Belgaum Passenger,BGM-MRJ PASSENGER,MIRAJ JN,BELGAUM,Belagavi,Miraj Jn,MISMATCH,1111111,ok
51462,Belgaum Miraj Passenger,BGM MRJ PASS,BELGAUM,MIRAJ JN,Miraj Jn,Belagavi,MISMATCH,1111111,ok
51463,Miraj Belgaum Passenger,BGM-MRJ PASSENGER,MIRAJ JN,BELGAUM,Belagavi,Miraj Jn,MISMATCH,1111111,ok
51464,Belgaum Miraj Passenger,BGM MRJ PASS,BELGAUM,MIRAJ JN,Miraj Jn,Belagavi,MISMATCH,1111111,ok
51601,Bina Katni Passenger,BINA KMZ PASS,BINA JN,KATNI,Bina Jn,Katni Murwara,match,1111111,ok
51602,Katni Bina Passenger,KMZ BINA PASS,KATNI,BINA JN,Katni,Bina Jn,match,1111111,ok
51605,Katni Chirmiri Passenger,KTE CHRM PASS,KATNI,Chirmiri,Katni Murwara,Chirmiri,match,1111111,ok
51607,Bina Guna Passenger,BINA GUNA PASS,BINA JN,GUNA,Bina Jn,Guna,match,1111111,ok
51608,Guna Bina Passenger,GUNA BINA PASS,GUNA,BINA JN,Guna,Bina Jn,match,1111111,ok
51609,Bina Guna Passenger,BINA GUNA PASS,BINA JN,GUNA,Bina Jn,Guna,match,1111111,ok
51610,Guna Bina Passenger,GUNA BINA PASS,GUNA,BINA JN,Guna,Bina Jn,match,1111111,ok
51611,KOTA - BINA Passenger,KOTA BINA PASS,KOTA JN,BINA JN,Kota Jn,Bina Jn,match,1111111,ok
51612,BINA - KOTA Passenger,BINA KOTA PASS,BINA JN,KOTA JN,Bina Jn,Kota Jn,match,1111111,ok
51614,KATNI - KOTA Passenger,KMZ KOTA PASS,KATNI MURWARA,KOTA JN,Katni Murwara,Kota Jn,match,1111111,ok
51632,Bina Bhopal Passenger,,BINA JN,BHOPAL JN,,,unknown,1111111,summary_parse_failed
51674,SATNA - ITARSI Passenger,STA ET PASS,SATNA,ITARSI JN,Satna,Itarsi Jn,match,1111111,ok
51675,Katni Chopan Fast Passenger,KTE CPU PASS,KATNI,CHOPAN,Katni,Chopan,match,1111111,ok
51676,Chopan Katni Passenger,CPU KMZ PASS,CHOPAN,KATNI,Chopan,Katni,match,1111111,ok
51677,Chopan Shaktinagar Passenger,CPU SKTN PASS,CHOPAN,Shakti Nagar,Chopan,Shaktinagar,match,1111111,ok
51678,Shaktinagar Chopan Passenger,SKTN CPU PASS,Shakti Nagar,CHOPAN,Shaktinagar,Chopan,match,1111111,ok
51683,Khandwa Bir Shuttle,KNW-BIR PASSENGER,KHANDWA,Bir,,,unknown,1111111,summary_parse_failed
51684,Bir Khandwa Shuttle,BIR-KNW PASSENGER,Bir,KHANDWA,,,unknown,1111111,summary_parse_failed
51685,Khandwa Bir Shuttle,KNW-BIR PASSENGER,KHANDWA,Bir,,,unknown,1111111,summary_parse_failed
51686,Bir Khandwa Shuttle,BIR-KNW PASSENGER,Bir,KHANDWA,,,unknown,1111111,summary_parse_failed
51687,Khandwa Bir Shuttle,KNW-BIR PASSENGER,KHANDWA,Bir,,,unknown,1111111,summary_parse_failed
51688,Bir Khandwa Shuttle,BIR-KNW PASSENGER,Bir,KHANDWA,,,unknown,1111111,summary_parse_failed
51689,Khandwa Bir Shuttle,,KHANDWA,Bir,,,unknown,1111111,summary_parse_failed
51701,JABALPUR - REWA Passenger,JBP REWA PASS,JABALPUR,REWA,Jabalpur,Rewa,match,1111111,ok
53450,Bhagalpur Banka Passenger,,BHAGALPUR,Banka,,,unknown,1111111,summary_parse_failed
51435,Pune Satara Passenger,,PUNE JN,SATARA,,,unknown,1111111,summary_parse_failed
51436,Satara Pune Passenger,,SATARA,PUNE JN,,,unknown,1111111,summary_parse_failed
51451,Pune-Daund- Baramati Passenger,PUNE BRMT PASS,PUNE JN,Baramati,Pune Jn,Baramati,match,1111111,ok
51452,Baramati-Daund-Pune Passenger,BRMT PUNE PAS,Baramati,PUNE JN,Baramati,Pune Jn,match,1111111,ok
51603,Sagar Katni Passenger,BINA KTE PASS,SAUGOR,KATNI,Bina Jn,Katni,match,1111111,ok
51690,Bir Khandwa Shuttle,,Bir,KHANDWA,,,unknown,1111111,summary_parse_failed
51753,Rewa Chirmiri Fast Passenger,REWA CHRM F PAS,REWA,Chirmiri,Rewa,Chirmiri,match,1111111,ok
51754,Chirmiri Rewa Fast Passenger,CHRM REWA F PGR,Chirmiri,REWA,Chirmiri,Rewa,match,1111111,ok
51755,Chirmiri Manendragarh Passenger,CHRM-APR PASSENGER,Chirmiri,Manendragarh,Chirmiri,Anuppur Jn,match,101010,ok
51756,Manendragarh Chirmiri Passenger,APR-CHRM PASSENGER,Manendragarh,Chirmiri,Anuppur Jn,Chirmiri,match,101010,ok
51763,Satna Manikpur Passenger,STA MKP PASS,SATNA,MANIKPUR JN,Satna,Manikpur Jn,match,1111111,ok
51764,Manikpur Satna Passenger,MKP STA PASS,MANIKPUR JN,SATNA,Manikpur Jn,Satna,match,1111111,ok
51765,Satna Manikpur Passenger,STA MKP PASS,SATNA,MANIKPUR JN,Satna,Manikpur Jn,match,1111111,ok
51766,Manikpur Satna Passenger,MKP STA PASS,MANIKPUR JN,SATNA,Manikpur Jn,Satna,match,1111111,ok
51767,Katni Satna Passenger,KATNI SATNA PASS,KATNI,SATNA,Katni,Satna,match,1111111,ok
51768,Satna Katni Passenger,STA KTE PASS,SATNA,KATNI,Satna,Katni,match,1111111,ok
51777,Gwalior Bhind Passenger,,GWALIOR JN,BHIND,,,unknown,1111111,summary_parse_failed
51778,Bhind Gwalior Passenger,,BHIND,GWALIOR JN,,,unknown,1111111,summary_parse_failed
51779,Gwalior Bhind Passenger,,GWALIOR JN,BHIND,,,unknown,1111111,summary_parse_failed
51780,Bhind Gwalior Passenger,,BHIND,GWALIOR JN,,,unknown,1111111,summary_parse_failed
51801,Mahoba Kanpur Pass,MKP CNB PASS,MAHOBA,KANPUR CENTRAL,Manikpur Jn,Kanpur Central,match,1111111,ok
51802,Kanpur Mahoba Passenger,CNB MKP PASS,KANPUR CENTRAL,MAHOBA,Kanpur Central,Manikpur Jn,match,1111111,ok
51803,Mahoba Banda Passenger,JHS CNB PASS,MAHOBA,BANDA JN,Jhansi Jn,Kanpur Central,MISMATCH,1111111,ok
